ANA
10/18/2016 ANA vs. NJD
10/20/2016 ANA vs. PHI
10/23/2016 VAN vs. ANA

ARI
10/18/2016 ARI vs. OTT
10/20/2016 ARI vs. MTL
10/21/2016 ARI vs. NYI
10/23/2016 ARI vs. NYR

BOS
10/20/2016 NJD vs. BOS
10/22/2016 MTL vs. BOS

BUF
10/18/2016 BUF vs. CGY
10/20/2016 BUF vs. VAN

CAR
10/18/2016 CAR vs. EDM
10/20/2016 CAR vs. CGY
10/22/2016 CAR vs. PHI

CBJ
10/21/2016 CHI vs. CBJ
10/22/2016 CBJ vs. DAL

CGY
10/18/2016 BUF vs. CGY
10/20/2016 CAR vs. CGY
10/22/2016 STL vs. CGY
10/24/2016 CGY vs. CHI

CHI
10/18/2016 PHI vs. CHI
10/21/2016 CHI vs. CBJ
10/22/2016 TOR vs. CHI
10/24/2016 CGY vs. CHI

COL
10/18/2016 COL vs. WSH
10/20/2016 COL vs. TBL
10/22/2016 COL vs. FLA

DAL
10/18/2016 DAL vs. NSH
10/20/2016 LAK vs. DAL
10/22/2016 CBJ vs. DAL

DET
10/19/2016 DET vs. NYR
10/21/2016 NSH vs. DET
10/22/2016 SJS vs. DET

EDM
10/18/2016 CAR vs. EDM
10/20/2016 STL vs. EDM
10/23/2016 EDM vs. WPG

FLA
10/18/2016 FLA vs. TBL
10/20/2016 WSH vs. FLA
10/22/2016 COL vs. FLA

LAK
10/18/2016 LAK vs. MIN
10/20/2016 LAK vs. DAL
10/22/2016 VAN vs. LAK

MIN
10/18/2016 LAK vs. MIN
10/20/2016 TOR vs. MIN
10/22/2016 MIN vs. NJD
10/23/2016 MIN vs. NYI

MTL
10/18/2016 PIT vs. MTL
10/20/2016 ARI vs. MTL
10/22/2016 MTL vs. BOS
10/24/2016 PHI vs. MTL

NJD
10/18/2016 ANA vs. NJD
10/20/2016 NJD vs. BOS
10/22/2016 MIN vs. NJD

NSH
10/18/2016 DAL vs. NSH
10/21/2016 NSH vs. DET
10/22/2016 PIT vs. NSH

NYI
10/18/2016 SJS vs. NYI
10/21/2016 ARI vs. NYI
10/23/2016 MIN vs. NYI

NYR
10/19/2016 DET vs. NYR
10/22/2016 NYR vs. WSH
10/23/2016 ARI vs. NYR

OTT
10/18/2016 ARI vs. OTT
10/22/2016 TBL vs. OTT

PHI
10/18/2016 PHI vs. CHI
10/20/2016 ANA vs. PHI
10/22/2016 CAR vs. PHI
10/24/2016 PHI vs. MTL

PIT
10/18/2016 PIT vs. MTL
10/20/2016 SJS vs. PIT
10/22/2016 PIT vs. NSH

SJS
10/18/2016 SJS vs. NYI
10/20/2016 SJS vs. PIT
10/22/2016 SJS vs. DET

STL
10/18/2016 STL vs. VAN
10/20/2016 STL vs. EDM
10/22/2016 STL vs. CGY

TBL
10/18/2016 FLA vs. TBL
10/20/2016 COL vs. TBL
10/22/2016 TBL vs. OTT

TOR
10/19/2016 TOR vs. WPG
10/20/2016 TOR vs. MIN
10/22/2016 TOR vs. CHI

VAN
10/18/2016 STL vs. VAN
10/20/2016 BUF vs. VAN
10/22/2016 VAN vs. LAK
10/23/2016 VAN vs. ANA

WPG
10/19/2016 TOR vs. WPG
10/23/2016 EDM vs. WPG

WSH
10/18/2016 COL vs. WSH
10/20/2016 WSH vs. FLA
10/22/2016 NYR vs. WSH

