ANA
2019-12-27 VGK vs. ANA
2019-12-29 PHI vs. ANA

ARI
2019-12-28 ARI vs. VGK
2019-12-29 DAL vs. ARI

BOS
2019-12-27 BOS vs. BUF
2019-12-29 BUF vs. BOS

BUF
2019-12-27 BOS vs. BUF
2019-12-29 BUF vs. BOS

CAR
2019-12-27 CAR vs. NYR
2019-12-28 WSH vs. CAR

CBJ
2019-12-27 CBJ vs. WSH
2019-12-29 CHI vs. CBJ

CGY
2019-12-27 CGY vs. EDM
2019-12-29 VAN vs. CGY

CHI
2019-12-27 NYI vs. CHI
2019-12-29 CHI vs. CBJ

COL
2019-12-27 MIN vs. COL
2019-12-28 COL vs. DAL

DAL
2019-12-28 COL vs. DAL
2019-12-29 DAL vs. ARI

DET
2019-12-28 DET vs. FLA
2019-12-29 DET vs. TBL

EDM
2019-12-27 CGY vs. EDM

FLA
2019-12-28 DET vs. FLA
2019-12-29 MTL vs. FLA

LAK
2019-12-27 LAK vs. SJS
2019-12-28 LAK vs. VAN

MIN
2019-12-27 MIN vs. COL
2019-12-29 NYI vs. MIN

MTL
2019-12-28 MTL vs. TBL
2019-12-29 MTL vs. FLA

NJD
2019-12-27 TOR vs. NJD
2019-12-29 NJD vs. OTT

NSH
2019-12-27 PIT vs. NSH
2019-12-28 NSH vs. PIT

NYI
2019-12-27 NYI vs. CHI
2019-12-29 NYI vs. MIN

NYR
2019-12-27 CAR vs. NYR
2019-12-28 NYR vs. TOR

OTT
2019-12-29 NJD vs. OTT
2019-12-30 OTT vs. PIT

PHI
2019-12-28 PHI vs. SJS
2019-12-29 PHI vs. ANA

PIT
2019-12-27 PIT vs. NSH
2019-12-28 NSH vs. PIT
2019-12-30 OTT vs. PIT

SJS
2019-12-27 LAK vs. SJS
2019-12-28 PHI vs. SJS

STL
2019-12-27 STL vs. WPG
2019-12-29 WPG vs. STL

TBL
2019-12-28 MTL vs. TBL
2019-12-29 DET vs. TBL

TOR
2019-12-27 TOR vs. NJD
2019-12-28 NYR vs. TOR

VAN
2019-12-28 LAK vs. VAN
2019-12-29 VAN vs. CGY

VGK
2019-12-27 VGK vs. ANA
2019-12-28 ARI vs. VGK

WPG
2019-12-27 STL vs. WPG
2019-12-29 WPG vs. STL

WSH
2019-12-27 CBJ vs. WSH
2019-12-28 WSH vs. CAR

