ANA
2019-11-27 ANA vs. ARI
2019-11-29 WPG vs. ANA
2019-12-02 LAK vs. ANA

ARI
2019-11-27 ANA vs. ARI
2019-11-29 ARI vs. VGK
2019-11-30 SJS vs. ARI

BOS
2019-11-26 BOS vs. MTL
2019-11-27 BOS vs. OTT
2019-11-29 NYR vs. BOS
2019-12-01 MTL vs. BOS

BUF
2019-11-27 CGY vs. BUF
2019-11-29 TOR vs. BUF
2019-11-30 BUF vs. TOR
2019-12-02 NJD vs. BUF

CAR
2019-11-27 CAR vs. NYR
2019-11-29 NSH vs. CAR
2019-11-30 CAR vs. TBL

CBJ
2019-11-27 PHI vs. CBJ
2019-11-29 PIT vs. CBJ
2019-11-30 CBJ vs. NYI

CGY
2019-11-27 CGY vs. BUF
2019-11-30 OTT vs. CGY

CHI
2019-11-26 DAL vs. CHI
2019-11-29 COL vs. CHI
2019-11-30 CHI vs. COL
2019-12-02 STL vs. CHI

COL
2019-11-27 EDM vs. COL
2019-11-29 COL vs. CHI
2019-11-30 CHI vs. COL

DAL
2019-11-26 DAL vs. CHI
2019-11-29 STL vs. DAL
2019-12-01 DAL vs. MIN

DET
2019-11-27 TOR vs. DET
2019-11-29 DET vs. PHI
2019-11-30 WSH vs. DET
2019-12-02 NYI vs. DET

EDM
2019-11-27 EDM vs. COL
2019-11-30 VAN vs. EDM
2019-12-01 EDM vs. VAN

FLA
2019-11-27 FLA vs. WSH
2019-11-30 NSH vs. FLA

LAK
2019-11-27 NYI vs. LAK
2019-11-29 LAK vs. SJS
2019-11-30 WPG vs. LAK
2019-12-02 LAK vs. ANA

MIN
2019-11-26 MIN vs. NJD
2019-11-29 OTT vs. MIN
2019-12-01 DAL vs. MIN

MTL
2019-11-26 BOS vs. MTL
2019-11-28 NJD vs. MTL
2019-11-30 PHI vs. MTL
2019-12-01 MTL vs. BOS

NJD
2019-11-26 MIN vs. NJD
2019-11-28 NJD vs. MTL
2019-11-30 NYR vs. NJD
2019-12-02 NJD vs. BUF

NSH
2019-11-27 VGK vs. NSH
2019-11-29 NSH vs. CAR
2019-11-30 NSH vs. FLA

NYI
2019-11-27 NYI vs. LAK
2019-11-30 CBJ vs. NYI
2019-12-02 NYI vs. DET

NYR
2019-11-27 CAR vs. NYR
2019-11-29 NYR vs. BOS
2019-11-30 NYR vs. NJD
2019-12-02 VGK vs. NYR

OTT
2019-11-27 BOS vs. OTT
2019-11-29 OTT vs. MIN
2019-11-30 OTT vs. CGY

PHI
2019-11-27 PHI vs. CBJ
2019-11-29 DET vs. PHI
2019-11-30 PHI vs. MTL

PIT
2019-11-27 VAN vs. PIT
2019-11-29 PIT vs. CBJ
2019-11-30 PIT vs. STL

SJS
2019-11-27 WPG vs. SJS
2019-11-29 LAK vs. SJS
2019-11-30 SJS vs. ARI

STL
2019-11-27 STL vs. TBL
2019-11-29 STL vs. DAL
2019-11-30 PIT vs. STL
2019-12-02 STL vs. CHI

TBL
2019-11-27 STL vs. TBL
2019-11-29 TBL vs. WSH
2019-11-30 CAR vs. TBL

TOR
2019-11-27 TOR vs. DET
2019-11-29 TOR vs. BUF
2019-11-30 BUF vs. TOR

VAN
2019-11-27 VAN vs. PIT
2019-11-30 VAN vs. EDM
2019-12-01 EDM vs. VAN

VGK
2019-11-27 VGK vs. NSH
2019-11-29 ARI vs. VGK
2019-12-02 VGK vs. NYR

WPG
2019-11-27 WPG vs. SJS
2019-11-29 WPG vs. ANA
2019-11-30 WPG vs. LAK

WSH
2019-11-27 FLA vs. WSH
2019-11-29 TBL vs. WSH
2019-11-30 WSH vs. DET

